Date,State,Event,Art_Form,Visitors,Tourism_Level,Revenue_INR,Local_Employment,Month,Year,Quarter,Region
2020-11-08,Gujarat,International Kite Festival,Handicrafts,972,Low,1193616,85,11,2020,Q4,West
2020-11-03,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,824,Low,959136,92,11,2020,Q4,Central
2020-11-27,Madhya Pradesh,Jal Mahotsav,Handicrafts,177,Low,249393,20,11,2020,Q4,Central
2020-11-25,Haryana,Surajkund Mela,Handicrafts,1165,Low,1267520,125,11,2020,Q4,North
2020-11-08,Arunachal Pradesh,Orange Festival,Folk Dance,1418,Low,2290070,134,11,2020,Q4,North East
2020-11-19,Chandigarh,Rose Festival,Folk Dance,521,Low,971144,57,11,2020,Q4,North
2020-11-15,Bihar,Rajgir Mahotsav,Traditional Music,1092,Low,1817088,102,11,2020,Q4,East
2020-11-15,Chhattisgarh,Bastar Dussehra,Folk Dance,602,Low,1180522,61,11,2020,Q4,Central
2020-11-08,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,203,Low,395038,20,11,2020,Q4,North
2020-12-06,Odisha,Konark Dance Festival,Classical Dance,678,Low,942420,74,12,2020,Q4,East
2020-12-10,Nagaland,Hornbill Festival,Folk Dance,1138,Low,1845836,119,12,2020,Q4,North East
2020-12-20,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,577,Low,709710,59,12,2020,Q4,North East
2020-12-06,Rajasthan,Bundi Utsav,Traditional Music,1220,Low,2435120,135,12,2020,Q4,West
2020-12-01,Gujarat,Kankaria Carnival,Folk Dance,1377,Low,1645515,141,12,2020,Q4,West
2020-12-10,Gujarat,International Kite Festival,Handicrafts,616,Low,1006544,67,12,2020,Q4,West
2020-12-22,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,905,Low,1726740,76,12,2020,Q4,Central
2020-12-04,Madhya Pradesh,Jal Mahotsav,Handicrafts,315,Low,613305,30,12,2020,Q4,Central
2020-12-08,Haryana,Surajkund Mela,Handicrafts,1384,Low,1599904,123,12,2020,Q4,North
2020-12-12,Arunachal Pradesh,Orange Festival,Folk Dance,229,Low,322890,24,12,2020,Q4,North East
2020-12-19,Chandigarh,Rose Festival,Folk Dance,1415,Low,2537095,127,12,2020,Q4,North
2020-12-05,Bihar,Rajgir Mahotsav,Traditional Music,110,Low,137830,12,12,2020,Q4,East
2020-12-06,Chhattisgarh,Bastar Dussehra,Folk Dance,1257,Low,2150727,121,12,2020,Q4,Central
2020-12-26,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,401,Low,546162,34,12,2020,Q4,North
2021-01-13,Odisha,Konark Dance Festival,Classical Dance,1484,Low,2956128,119,1,2021,Q1,East
2021-01-11,Nagaland,Hornbill Festival,Folk Dance,855,Low,1131165,95,1,2021,Q1,North East
2021-01-05,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,2363,Medium,2660738,203,1,2021,Q1,North East
2021-01-26,Rajasthan,Bundi Utsav,Traditional Music,2428,Medium,2549400,265,1,2021,Q1,West
2021-01-08,Gujarat,Kankaria Carnival,Folk Dance,1930,Medium,3412240,163,1,2021,Q1,West
2021-01-21,Gujarat,International Kite Festival,Handicrafts,2145,Medium,3043755,182,1,2021,Q1,West
2021-01-25,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,2354,Medium,4587946,237,1,2021,Q1,Central
2021-01-08,Madhya Pradesh,Jal Mahotsav,Handicrafts,2434,Medium,4040440,231,1,2021,Q1,Central
2021-01-21,Haryana,Surajkund Mela,Handicrafts,701,Low,1005935,78,1,2021,Q1,North
2021-01-26,Arunachal Pradesh,Orange Festival,Folk Dance,1436,Low,2587672,137,1,2021,Q1,North East
2021-01-25,Chandigarh,Rose Festival,Folk Dance,2125,Medium,2282250,248,1,2021,Q1,North
2021-01-07,Bihar,Rajgir Mahotsav,Traditional Music,974,Low,1380158,113,1,2021,Q1,East
2021-01-11,Chhattisgarh,Bastar Dussehra,Folk Dance,1454,Low,2726250,169,1,2021,Q1,Central
2021-01-22,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,1163,Low,1190912,116,1,2021,Q1,North
2021-02-06,Odisha,Konark Dance Festival,Classical Dance,2379,Medium,2759640,224,2,2021,Q1,East
2021-02-11,Nagaland,Hornbill Festival,Folk Dance,1161,Low,1933065,93,2,2021,Q1,North East
2021-02-21,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,1466,Low,2709168,173,2,2021,Q1,North East
2021-02-17,Rajasthan,Bundi Utsav,Traditional Music,647,Low,1053963,74,2,2021,Q1,West
2021-02-08,Gujarat,Kankaria Carnival,Folk Dance,826,Low,1460368,76,2,2021,Q1,West
2021-02-23,Gujarat,International Kite Festival,Handicrafts,2982,Medium,5635980,333,2,2021,Q1,West
2021-02-17,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,928,Low,1369728,91,2,2021,Q1,Central
2021-02-08,Madhya Pradesh,Jal Mahotsav,Handicrafts,2565,Medium,4534920,284,2,2021,Q1,Central
2021-02-15,Haryana,Surajkund Mela,Handicrafts,693,Low,1040193,67,2,2021,Q1,North
2021-02-18,Arunachal Pradesh,Orange Festival,Folk Dance,2201,Medium,4283146,189,2,2021,Q1,North East
2021-02-01,Chandigarh,Rose Festival,Folk Dance,554,Low,1035980,61,2,2021,Q1,North
2021-02-10,Bihar,Rajgir Mahotsav,Traditional Music,1981,Medium,3918418,209,2,2021,Q1,East
2021-02-01,Chhattisgarh,Bastar Dussehra,Folk Dance,2634,Medium,2776236,227,2,2021,Q1,Central
2021-02-18,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,1332,Low,1747584,118,2,2021,Q1,North
2021-11-24,Odisha,Konark Dance Festival,Classical Dance,2506,Medium,3613652,251,11,2021,Q4,East
2021-11-08,Nagaland,Hornbill Festival,Folk Dance,1787,Medium,2532179,200,11,2021,Q4,North East
2021-11-24,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,1811,Medium,2026509,203,11,2021,Q4,North East
2021-11-16,Rajasthan,Bundi Utsav,Traditional Music,951,Low,1425549,101,11,2021,Q4,West
2021-11-21,Gujarat,Kankaria Carnival,Folk Dance,1409,Low,2443206,130,11,2021,Q4,West
2021-11-18,Gujarat,International Kite Festival,Handicrafts,2554,Medium,3394266,213,11,2021,Q4,West
2021-11-23,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,646,Low,1048458,56,11,2021,Q4,Central
2021-11-04,Madhya Pradesh,Jal Mahotsav,Handicrafts,1808,Medium,3071792,195,11,2021,Q4,Central
2021-11-01,Haryana,Surajkund Mela,Handicrafts,2439,Medium,3712158,220,11,2021,Q4,North
2021-11-02,Arunachal Pradesh,Orange Festival,Folk Dance,1206,Low,1772820,98,11,2021,Q4,North East
2021-11-20,Chandigarh,Rose Festival,Folk Dance,2808,Medium,5065632,270,11,2021,Q4,North
2021-11-09,Bihar,Rajgir Mahotsav,Traditional Music,1576,Medium,3055864,139,11,2021,Q4,East
2021-11-26,Chhattisgarh,Bastar Dussehra,Folk Dance,1887,Medium,2413473,159,11,2021,Q4,Central
2021-11-24,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,2606,Medium,4497956,291,11,2021,Q4,North
2021-12-17,Odisha,Konark Dance Festival,Classical Dance,1020,Low,1582020,110,12,2021,Q4,East
2021-12-25,Nagaland,Hornbill Festival,Folk Dance,2281,Medium,2912837,258,12,2021,Q4,North East
2021-12-04,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,941,Low,967348,81,12,2021,Q4,North East
2021-12-23,Rajasthan,Bundi Utsav,Traditional Music,1304,Low,1400496,147,12,2021,Q4,West
2021-12-21,Gujarat,Kankaria Carnival,Folk Dance,2589,Medium,3508095,258,12,2021,Q4,West
2021-12-02,Gujarat,International Kite Festival,Handicrafts,2200,Medium,2534400,219,12,2021,Q4,West
2021-12-12,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,2122,Medium,3454616,170,12,2021,Q4,Central
2021-12-21,Madhya Pradesh,Jal Mahotsav,Handicrafts,2574,Medium,4694976,233,12,2021,Q4,Central
2021-12-27,Haryana,Surajkund Mela,Handicrafts,667,Low,1073203,69,12,2021,Q4,North
2021-12-25,Arunachal Pradesh,Orange Festival,Folk Dance,954,Low,1817370,111,12,2021,Q4,North East
2021-12-26,Chandigarh,Rose Festival,Folk Dance,1201,Low,1961233,116,12,2021,Q4,North
2021-12-02,Bihar,Rajgir Mahotsav,Traditional Music,2345,Medium,3193890,204,12,2021,Q4,East
2021-12-21,Chhattisgarh,Bastar Dussehra,Folk Dance,1894,Medium,3395942,156,12,2021,Q4,Central
2021-12-11,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,1819,Medium,1837190,171,12,2021,Q4,North
2022-01-17,Odisha,Konark Dance Festival,Classical Dance,2186,Medium,3947916,228,1,2022,Q1,East
2022-01-22,Nagaland,Hornbill Festival,Folk Dance,2097,Medium,2210238,223,1,2022,Q1,North East
2022-01-22,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,2405,Medium,2568540,238,1,2022,Q1,North East
2022-01-26,Rajasthan,Bundi Utsav,Traditional Music,5619,High,9833250,508,1,2022,Q1,West
2022-01-03,Gujarat,Kankaria Carnival,Folk Dance,5315,High,7919350,605,1,2022,Q1,West
2022-01-27,Gujarat,International Kite Festival,Handicrafts,2364,Medium,3501084,248,1,2022,Q1,West
2022-01-02,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,3524,Medium,3777728,292,1,2022,Q1,Central
2022-01-17,Madhya Pradesh,Jal Mahotsav,Handicrafts,3664,Medium,4455424,396,1,2022,Q1,Central
2022-01-08,Haryana,Surajkund Mela,Handicrafts,4089,High,4187136,367,1,2022,Q1,North
2022-01-03,Arunachal Pradesh,Orange Festival,Folk Dance,5569,High,6838732,446,1,2022,Q1,North East
2022-01-19,Chandigarh,Rose Festival,Folk Dance,5549,High,6109449,574,1,2022,Q1,North
2022-01-19,Bihar,Rajgir Mahotsav,Traditional Music,3636,Medium,3792348,408,1,2022,Q1,East
2022-01-17,Chhattisgarh,Bastar Dussehra,Folk Dance,5004,High,5084064,590,1,2022,Q1,Central
2022-01-23,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,3520,Medium,6385280,293,1,2022,Q1,North
2022-02-16,Odisha,Konark Dance Festival,Classical Dance,2215,Medium,2963670,242,2,2022,Q1,East
2022-02-21,Nagaland,Hornbill Festival,Folk Dance,5152,High,8892352,561,2,2022,Q1,North East
2022-02-16,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,2709,Medium,3248091,243,2,2022,Q1,North East
2022-02-25,Rajasthan,Bundi Utsav,Traditional Music,3291,Medium,5443314,354,2,2022,Q1,West
2022-02-09,Gujarat,Kankaria Carnival,Folk Dance,5948,High,9142076,485,2,2022,Q1,West
2022-02-10,Gujarat,International Kite Festival,Handicrafts,3039,Medium,5196690,364,2,2022,Q1,West
2022-02-26,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,5028,High,5455380,586,2,2022,Q1,Central
2022-02-14,Madhya Pradesh,Jal Mahotsav,Handicrafts,2334,Medium,3799752,254,2,2022,Q1,Central
2022-02-19,Haryana,Surajkund Mela,Handicrafts,4735,High,8707665,562,2,2022,Q1,North
2022-02-23,Arunachal Pradesh,Orange Festival,Folk Dance,3500,Medium,5575500,384,2,2022,Q1,North East
2022-02-20,Chandigarh,Rose Festival,Folk Dance,2934,Medium,5850396,272,2,2022,Q1,North
2022-02-10,Bihar,Rajgir Mahotsav,Traditional Music,2614,Medium,3325008,277,2,2022,Q1,East
2022-02-24,Chhattisgarh,Bastar Dussehra,Folk Dance,5042,High,8162998,427,2,2022,Q1,Central
2022-02-02,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,2130,Medium,3842520,215,2,2022,Q1,North
2022-11-26,Odisha,Konark Dance Festival,Classical Dance,2182,Medium,4324724,180,11,2022,Q4,East
2022-11-15,Nagaland,Hornbill Festival,Folk Dance,5959,High,8914664,605,11,2022,Q4,North East
2022-11-22,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,2920,Medium,4076320,306,11,2022,Q4,North East
2022-11-16,Rajasthan,Bundi Utsav,Traditional Music,2492,Medium,3551100,286,11,2022,Q4,West
2022-11-02,Gujarat,Kankaria Carnival,Folk Dance,2310,Medium,4014780,265,11,2022,Q4,West
2022-11-27,Gujarat,International Kite Festival,Handicrafts,2758,Medium,4909240,278,11,2022,Q4,West
2022-11-03,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,3914,Medium,4062732,314,11,2022,Q4,Central
2022-11-17,Madhya Pradesh,Jal Mahotsav,Handicrafts,2476,Medium,3260892,245,11,2022,Q4,Central
2022-11-25,Haryana,Surajkund Mela,Handicrafts,2271,Medium,3267969,206,11,2022,Q4,North
2022-11-25,Arunachal Pradesh,Orange Festival,Folk Dance,2265,Medium,4360125,219,11,2022,Q4,North East
2022-11-07,Chandigarh,Rose Festival,Folk Dance,2339,Medium,3246532,255,11,2022,Q4,North
2022-11-17,Bihar,Rajgir Mahotsav,Traditional Music,4050,High,5783400,381,11,2022,Q4,East
2022-11-18,Chhattisgarh,Bastar Dussehra,Folk Dance,4371,High,5004795,390,11,2022,Q4,Central
2022-11-25,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,2431,Medium,4142424,283,11,2022,Q4,North
2022-12-15,Odisha,Konark Dance Festival,Classical Dance,4632,High,6475536,441,12,2022,Q4,East
2022-12-24,Nagaland,Hornbill Festival,Folk Dance,2963,Medium,3374857,350,12,2022,Q4,North East
2022-12-05,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,4108,High,8199568,343,12,2022,Q4,North East
2022-12-06,Rajasthan,Bundi Utsav,Traditional Music,2806,Medium,4037834,323,12,2022,Q4,West
2022-12-24,Gujarat,Kankaria Carnival,Folk Dance,2010,Medium,2132610,210,12,2022,Q4,West
2022-12-25,Gujarat,International Kite Festival,Handicrafts,5782,High,9037266,477,12,2022,Q4,West
2022-12-08,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,5731,High,10659660,607,12,2022,Q4,Central
2022-12-21,Madhya Pradesh,Jal Mahotsav,Handicrafts,5314,High,7928488,450,12,2022,Q4,Central
2022-12-11,Haryana,Surajkund Mela,Handicrafts,2225,Medium,4058400,197,12,2022,Q4,North
2022-12-17,Arunachal Pradesh,Orange Festival,Folk Dance,4553,High,5727674,514,12,2022,Q4,North East
2022-12-05,Chandigarh,Rose Festival,Folk Dance,3796,Medium,3997188,450,12,2022,Q4,North
2022-12-17,Bihar,Rajgir Mahotsav,Traditional Music,3544,Medium,3891312,368,12,2022,Q4,East
2022-12-17,Chhattisgarh,Bastar Dussehra,Folk Dance,3596,Medium,6796440,344,12,2022,Q4,Central
2022-12-18,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,2849,Medium,3022789,341,12,2022,Q4,North
2023-01-03,Odisha,Konark Dance Festival,Classical Dance,8255,High,14347190,734,1,2023,Q1,East
2023-01-24,Nagaland,Hornbill Festival,Folk Dance,4892,High,5322496,507,1,2023,Q1,North East
2023-01-14,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,5380,High,8656420,528,1,2023,Q1,North East
2023-01-24,Rajasthan,Bundi Utsav,Traditional Music,6682,High,13277134,661,1,2023,Q1,West
2023-01-03,Gujarat,Kankaria Carnival,Folk Dance,5355,High,6259995,601,1,2023,Q1,West
2023-01-08,Gujarat,International Kite Festival,Handicrafts,5560,High,7005600,608,1,2023,Q1,West
2023-01-02,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,4983,High,5595909,472,1,2023,Q1,Central
2023-01-08,Madhya Pradesh,Jal Mahotsav,Handicrafts,7972,High,9367100,795,1,2023,Q1,Central
2023-01-06,Haryana,Surajkund Mela,Handicrafts,4036,High,5307340,340,1,2023,Q1,North
2023-01-05,Arunachal Pradesh,Orange Festival,Folk Dance,8688,High,9669744,867,1,2023,Q1,North East
2023-01-19,Chandigarh,Rose Festival,Folk Dance,6745,High,8916890,633,1,2023,Q1,North
2023-01-02,Bihar,Rajgir Mahotsav,Traditional Music,7930,High,15637960,719,1,2023,Q1,East
2023-01-06,Chhattisgarh,Bastar Dussehra,Folk Dance,8311,High,9524406,953,1,2023,Q1,Central
2023-01-01,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,5704,High,10153120,647,1,2023,Q1,North
2023-02-25,Odisha,Konark Dance Festival,Classical Dance,5716,High,6682004,481,2,2023,Q1,East
2023-02-27,Nagaland,Hornbill Festival,Folk Dance,6469,High,10990831,558,2,2023,Q1,North East
2023-02-11,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,4556,High,8314700,449,2,2023,Q1,North East
2023-02-23,Rajasthan,Bundi Utsav,Traditional Music,8521,High,11869753,961,2,2023,Q1,West
2023-02-21,Gujarat,Kankaria Carnival,Folk Dance,7741,High,11998550,669,2,2023,Q1,West
2023-02-04,Gujarat,International Kite Festival,Handicrafts,7329,High,12583893,808,2,2023,Q1,West
2023-02-12,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,4294,High,8420534,392,2,2023,Q1,Central
2023-02-14,Madhya Pradesh,Jal Mahotsav,Handicrafts,5690,High,6327280,582,2,2023,Q1,Central
2023-02-08,Haryana,Surajkund Mela,Handicrafts,8795,High,12726365,893,2,2023,Q1,North
2023-02-03,Arunachal Pradesh,Orange Festival,Folk Dance,5007,High,6634275,457,2,2023,Q1,North East
2023-02-07,Chandigarh,Rose Festival,Folk Dance,8681,High,10694992,1028,2,2023,Q1,North
2023-02-15,Bihar,Rajgir Mahotsav,Traditional Music,5245,High,5433820,441,2,2023,Q1,East
2023-02-04,Chhattisgarh,Bastar Dussehra,Folk Dance,5887,High,8730421,486,2,2023,Q1,Central
2023-02-27,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,5040,High,7675920,416,2,2023,Q1,North
2023-11-10,Odisha,Konark Dance Festival,Classical Dance,4885,High,8324040,402,11,2023,Q4,East
2023-11-24,Nagaland,Hornbill Festival,Folk Dance,6353,High,8061957,755,11,2023,Q4,North East
2023-11-12,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,7747,High,13650214,660,11,2023,Q4,North East
2023-11-12,Rajasthan,Bundi Utsav,Traditional Music,4028,High,7677368,454,11,2023,Q4,West
2023-11-15,Gujarat,Kankaria Carnival,Folk Dance,7999,High,15566054,720,11,2023,Q4,West
2023-11-23,Gujarat,International Kite Festival,Handicrafts,7609,High,11268929,692,11,2023,Q4,West
2023-11-04,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,4038,High,5128260,451,11,2023,Q4,Central
2023-11-11,Madhya Pradesh,Jal Mahotsav,Handicrafts,5823,High,6574167,645,11,2023,Q4,Central
2023-11-20,Haryana,Surajkund Mela,Handicrafts,7093,High,10341594,644,11,2023,Q4,North
2023-11-17,Arunachal Pradesh,Orange Festival,Folk Dance,7453,High,13020391,605,11,2023,Q4,North East
2023-11-21,Chandigarh,Rose Festival,Folk Dance,8964,High,17515656,1062,11,2023,Q4,North
2023-11-19,Bihar,Rajgir Mahotsav,Traditional Music,8665,High,16385515,944,11,2023,Q4,East
2023-11-02,Chhattisgarh,Bastar Dussehra,Folk Dance,5980,High,6948760,485,11,2023,Q4,Central
2023-11-25,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,4791,High,7296693,491,11,2023,Q4,North
2023-12-12,Odisha,Konark Dance Festival,Classical Dance,6255,High,9620190,742,12,2023,Q4,East
2023-12-14,Nagaland,Hornbill Festival,Folk Dance,4984,High,8253504,416,12,2023,Q4,North East
2023-12-08,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,4590,High,4709340,522,12,2023,Q4,North East
2023-12-20,Rajasthan,Bundi Utsav,Traditional Music,8444,High,16541796,774,12,2023,Q4,West
2023-12-24,Gujarat,Kankaria Carnival,Folk Dance,7899,High,10876923,826,12,2023,Q4,West
2023-12-14,Gujarat,International Kite Festival,Handicrafts,4526,High,5213952,362,12,2023,Q4,West
2023-12-07,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,7344,High,13902192,788,12,2023,Q4,Central
2023-12-04,Madhya Pradesh,Jal Mahotsav,Handicrafts,4520,High,7580040,402,12,2023,Q4,Central
2023-12-22,Haryana,Surajkund Mela,Handicrafts,4116,High,5700660,460,12,2023,Q4,North
2023-12-11,Arunachal Pradesh,Orange Festival,Folk Dance,7788,High,13395360,626,12,2023,Q4,North East
2023-12-18,Chandigarh,Rose Festival,Folk Dance,6013,High,7931147,576,12,2023,Q4,North
2023-12-15,Bihar,Rajgir Mahotsav,Traditional Music,8702,High,10137830,797,12,2023,Q4,East
2023-12-13,Chhattisgarh,Bastar Dussehra,Folk Dance,4728,High,8510400,558,12,2023,Q4,Central
2023-12-09,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,4778,High,5795714,525,12,2023,Q4,North
2024-01-09,Odisha,Konark Dance Festival,Classical Dance,7448,High,11819976,889,1,2024,Q1,East
2024-01-15,Nagaland,Hornbill Festival,Folk Dance,5591,High,7318619,585,1,2024,Q1,North East
2024-01-20,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,7720,High,13224360,857,1,2024,Q1,North East
2024-01-18,Rajasthan,Bundi Utsav,Traditional Music,5001,High,6121224,417,1,2024,Q1,West
2024-01-13,Gujarat,Kankaria Carnival,Folk Dance,6949,High,13397672,785,1,2024,Q1,West
2024-01-26,Gujarat,International Kite Festival,Handicrafts,5917,High,6520534,504,1,2024,Q1,West
2024-01-07,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,5089,High,8574965,548,1,2024,Q1,Central
2024-01-15,Madhya Pradesh,Jal Mahotsav,Handicrafts,8041,High,8885305,697,1,2024,Q1,Central
2024-01-17,Haryana,Surajkund Mela,Handicrafts,6895,High,13583150,585,1,2024,Q1,North
2024-01-27,Arunachal Pradesh,Orange Festival,Folk Dance,6925,High,6980400,813,1,2024,Q1,North East
2024-01-07,Chandigarh,Rose Festival,Folk Dance,7270,High,10287050,668,1,2024,Q1,North
2024-01-12,Bihar,Rajgir Mahotsav,Traditional Music,8911,High,15050679,935,1,2024,Q1,East
2024-01-20,Chhattisgarh,Bastar Dussehra,Folk Dance,9206,High,11507500,914,1,2024,Q1,Central
2024-01-11,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,5207,High,9888093,541,1,2024,Q1,North
2024-02-22,Odisha,Konark Dance Festival,Classical Dance,5409,High,10244646,571,2,2024,Q1,East
2024-02-09,Nagaland,Hornbill Festival,Folk Dance,9969,High,10098597,830,2,2024,Q1,North East
2024-02-22,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,7134,High,10865082,616,2,2024,Q1,North East
2024-02-13,Rajasthan,Bundi Utsav,Traditional Music,6266,High,7024186,583,2,2024,Q1,West
2024-02-14,Gujarat,Kankaria Carnival,Folk Dance,8427,High,14191068,735,2,2024,Q1,West
2024-02-23,Gujarat,International Kite Festival,Handicrafts,7356,High,12461064,601,2,2024,Q1,West
2024-02-12,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,8665,High,17026725,942,2,2024,Q1,Central
2024-02-22,Madhya Pradesh,Jal Mahotsav,Handicrafts,9644,High,13029044,980,2,2024,Q1,Central
2024-02-27,Haryana,Surajkund Mela,Handicrafts,7971,High,13654323,766,2,2024,Q1,North
2024-02-22,Arunachal Pradesh,Orange Festival,Folk Dance,5352,High,10179504,527,2,2024,Q1,North East
2024-02-21,Chandigarh,Rose Festival,Folk Dance,5158,High,10073574,565,2,2024,Q1,North
2024-02-20,Bihar,Rajgir Mahotsav,Traditional Music,9611,High,16636641,911,2,2024,Q1,East
2024-02-20,Chhattisgarh,Bastar Dussehra,Folk Dance,5955,High,6854205,605,2,2024,Q1,Central
2024-02-19,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,9703,High,15680048,946,2,2024,Q1,North
2024-11-21,Odisha,Konark Dance Festival,Classical Dance,8811,High,13894947,915,11,2024,Q4,East
2024-11-04,Nagaland,Hornbill Festival,Folk Dance,6797,High,8795318,619,11,2024,Q4,North East
2024-11-19,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,9281,High,11554845,875,11,2024,Q4,North East
2024-11-03,Rajasthan,Bundi Utsav,Traditional Music,5529,High,8575479,627,11,2024,Q4,West
2024-11-01,Gujarat,Kankaria Carnival,Folk Dance,7914,High,14189802,859,11,2024,Q4,West
2024-11-16,Gujarat,International Kite Festival,Handicrafts,9573,High,15297654,1008,11,2024,Q4,West
2024-11-14,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,5001,High,6871374,482,11,2024,Q4,Central
2024-11-06,Madhya Pradesh,Jal Mahotsav,Handicrafts,8052,High,12496704,723,11,2024,Q4,Central
2024-11-15,Haryana,Surajkund Mela,Handicrafts,5013,High,7534539,517,11,2024,Q4,North
2024-11-20,Arunachal Pradesh,Orange Festival,Folk Dance,5129,High,8934718,443,11,2024,Q4,North East
2024-11-27,Chandigarh,Rose Festival,Folk Dance,8928,High,9169056,806,11,2024,Q4,North
2024-11-05,Bihar,Rajgir Mahotsav,Traditional Music,9356,High,13547488,1037,11,2024,Q4,East
2024-11-24,Chhattisgarh,Bastar Dussehra,Folk Dance,9396,High,18021528,922,11,2024,Q4,Central
2024-11-11,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,8081,High,13786186,789,11,2024,Q4,North
2024-12-16,Odisha,Konark Dance Festival,Classical Dance,6993,High,11216772,653,12,2024,Q4,East
2024-12-09,Nagaland,Hornbill Festival,Folk Dance,6280,High,7108960,564,12,2024,Q4,North East
2024-12-11,Meghalaya,Shillong Cherry Blossom Festival,Folk Dance,7360,High,11592000,694,12,2024,Q4,North East
2024-12-25,Rajasthan,Bundi Utsav,Traditional Music,8178,High,15799896,770,12,2024,Q4,West
2024-12-12,Gujarat,Kankaria Carnival,Folk Dance,7212,High,9404448,820,12,2024,Q4,West
2024-12-12,Gujarat,International Kite Festival,Handicrafts,7203,High,9839298,826,12,2024,Q4,West
2024-12-12,Madhya Pradesh,Khajuraho Dance Festival,Classical Dance,6274,High,12271944,510,12,2024,Q4,Central
2024-12-14,Madhya Pradesh,Jal Mahotsav,Handicrafts,5968,High,9011680,532,12,2024,Q4,Central
2024-12-26,Haryana,Surajkund Mela,Handicrafts,7844,High,7844000,665,12,2024,Q4,North
2024-12-06,Arunachal Pradesh,Orange Festival,Folk Dance,7532,High,13226192,629,12,2024,Q4,North East
2024-12-01,Chandigarh,Rose Festival,Folk Dance,6008,High,10153520,490,12,2024,Q4,North
2024-12-10,Bihar,Rajgir Mahotsav,Traditional Music,5275,High,8925300,523,12,2024,Q4,East
2024-12-27,Chhattisgarh,Bastar Dussehra,Folk Dance,5125,High,10214125,476,12,2024,Q4,Central
2024-12-25,Uttar Pradesh,Maha Kumbh Mela,Traditional Music,8249,High,15821582,879,12,2024,Q4,North
